Feb 26, 2018,SC.ST,74,FLA&M,76,L,0.0,,0.0,
Feb 24, 2018,NCCEN,79,SC.ST,102,W,0.0,,0.0,
Feb 19, 2018,SC.ST,62,NORFK,76,L,0.0,,0.0,
Feb 17, 2018,SC.ST,66,HAMPT,79,L,0.0,,0.0,
Feb 10, 2018,NCA&T,85,SC.ST,90,W,0.0,,0.0,
Feb 5, 2018,COPIN,84,SC.ST,60,L,0.0,,0.0,
Feb 3, 2018,SC.ST,99,SAVAN,111,L,0.0,,0.0,
Feb 25, 2017,FLA&M,64,SC.ST,75,W,0.0,,0.0,
Feb 18, 2017,COPIN,79,SC.ST,84,W,0.0,,0.0,
Feb 15, 2017,SC.ST,70,NORFK,81,L,0.0,,0.0,
Feb 13, 2017,SC.ST,72,NCA&T,65,W,0.0,,0.0,
Feb 11, 2017,SC.ST,62,NCCEN,85,L,0.0,,0.0,
Feb 6, 2017,HAMPT,93,SC.ST,64,L,0.0,,0.0,
Feb 4, 2017,NORFK,65,SC.ST,62,L,0.0,,0.0,
Feb 27, 2016,SC.ST,64,SAVAN,76,L,0.0,,0.0,
Feb 22, 2016,SC.ST,71,HOWRD,63,W,0.0,,0.0,
Feb 20, 2016,SC.ST,62,MD-ES,58,W,0.0,,0.0,
Feb 13, 2016,SAVAN,60,SC.ST,57,L,0.0,,0.0,
Feb 8, 2016,MORGN,78,SC.ST,82,W,0.0,,0.0,
Feb 6, 2016,COPIN,83,SC.ST,88,W,0.0,,0.0,
Feb 28, 2015,SAVAN,68,SC.ST,57,L,0.0,,0.0,
Feb 23, 2015,HOWRD,75,SC.ST,65,L,0.0,,0.0,
Feb 21, 2015,MD-ES,68,SC.ST,56,L,0.0,,0.0,
Feb 14, 2015,SC.ST,56,SAVAN,53,W,0.0,,0.0,
Feb 9, 2015,SC.ST,43,MORGN,55,L,0.0,,0.0,
Feb 7, 2015,SC.ST,74,COPIN,77,L,0.0,,0.0,
Feb 4, 2015,STAND,48,SC.ST,80,W,0.0,,0.0,
Feb 22, 2014,SAVAN,75,SC.ST,65,L,0.0,,0.0,
Feb 17, 2014,NCA&T,70,SC.ST,75,W,0.0,,0.0,
Feb 15, 2014,NCCEN,67,SC.ST,53,L,0.0,,0.0,
